Student,StepID,Correct,L1,P(L)1,P(C)1,P(S)1,P(G)1,L2,P(L)2,P(C)2,P(S)2,P(G)2,L3,P(L)3,P(C)3,P(S)3,P(G)3,L4,P(L)4,P(C)4,P(S)4,P(G)4,L5,P(L)5,P(C)5,P(S)5,P(G)5,L6,P(L)6,P(C)6,P(S)6,P(G)6,L7,P(L)7,P(C)7,P(S)7,P(G)7,L8,P(L)8,P(C)8,P(S)8,P(G)8,L9,P(L)9,P(C)9,P(S)9,P(G)9,L10,P(L)10,P(C)10,P(S)10,P(G)10
8,3910,1,0,0.619,0.374,0.774,0.504,1,1.000,0.341,0.659,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3915,1,0,0.619,0.374,0.774,0.504,1,1.000,0.341,0.659,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3917,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,0.190,0.500,0.368,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3937,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,0.179,0.201,0.130,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3939,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,0.256,0.238,0.130,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3940,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,0.939,0.964,0.995,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3967,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,1.000,0.065,0.995,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3970,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,1,1.000,0.005,0.995,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3978,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.190,0.500,0.893,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3980,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.124,0.101,0.893,0.973,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3982,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.424,0.865,0.893,0.380,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3987,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.564,0.264,0.195,0.380,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3990,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.359,0.620,0.195,0.380,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3992,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,1,0.235,0.533,0.195,0.380,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,3997,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,0.550,0.500,0.100,0.985,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4006,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,0.903,0.938,0.980,0.985,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4011,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,0.999,0.114,0.644,0.985,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4017,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,1.000,0.357,0.644,0.000,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4018,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,1.000,0.356,0.644,0.000,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4019,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,1,1.000,0.356,0.644,0.000,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4021,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.550,0.500,0.100,0.107,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4026,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.597,0.543,0.100,0.426,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4027,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.729,0.709,0.100,0.309,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4028,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.352,0.740,0.922,0.309,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4031,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.152,0.227,0.922,0.309,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4034,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,1,0.118,0.274,0.922,0.309,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4036,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,0.190,0.500,0.521,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4037,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,0.200,0.172,0.521,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4038,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,0.978,0.893,0.901,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4040,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,1.000,0.119,0.998,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4052,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,1.000,0.002,0.998,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4053,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,1,1.000,0.002,0.998,0.997,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4054,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.550,0.500,0.100,0.632,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4133,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.325,0.780,0.774,0.632,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4136,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.305,0.500,0.774,0.504,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4137,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.466,0.419,0.178,0.504,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4142,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.315,0.652,0.178,0.504,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4143,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,1,0.489,0.604,0.178,0.504,0,0.500,0.500,0.100,0.100,0,0.500,0.500,0.100,0.100
8,4167,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,0.550,0.500,0.100,0.985,0,0.500,0.500,0.100,0.100
8,4175,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,0.903,0.938,0.999,0.985,0,0.500,0.500,0.100,0.100
8,4176,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,0.999,0.097,0.989,0.985,0,0.500,0.500,0.100,0.100
8,4182,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,1.000,0.013,1.000,0.985,0,0.500,0.500,0.100,0.100
8,4195,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,1.000,0.000,1.000,0.985,0,0.500,0.500,0.100,0.100
8,4198,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,1,1.000,0.000,1.000,0.985,0,0.500,0.500,0.100,0.100
8,4203,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.550,0.500,0.100,0.479
8,4219,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.711,0.711,0.100,0.445
8,4224,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.376,0.769,0.657,0.445
8,4237,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.475,0.407,0.278,0.445
8,4238,0,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.381,0.577,0.278,0.445
8,4241,1,0,0.619,0.374,0.774,0.504,0,1.000,0.341,0.659,0.997,0,1.000,0.005,0.995,0.997,0,0.235,0.533,0.195,0.380,0,1.000,0.356,0.644,0.000,0,0.118,0.274,0.922,0.309,0,1.000,0.002,0.998,0.997,0,0.489,0.604,0.178,0.504,0,1.000,0.000,1.000,0.985,1,0.500,0.551,0.278,0.445
